"ID","Faction","Instance_Id","Supercedes","Title_Lang_enUS","Title_Lang_enGB","Title_Lang_koKR","Title_Lang_frFR","Title_Lang_deDE","Title_Lang_enCN","Title_Lang_zhCN","Title_Lang_enTW","Title_Lang_zhTW","Title_Lang_esES","Title_Lang_esMX","Title_Lang_ruRU","Title_Lang_ptPT","Title_Lang_ptBR","Title_Lang_itIT","Title_Lang_Unk","Title_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Category","Points","Ui_Order","Flags","IconID","Reward_Lang_enUS","Reward_Lang_enGB","Reward_Lang_koKR","Reward_Lang_frFR","Reward_Lang_deDE","Reward_Lang_enCN","Reward_Lang_zhCN","Reward_Lang_enTW","Reward_Lang_zhTW","Reward_Lang_esES","Reward_Lang_esMX","Reward_Lang_ruRU","Reward_Lang_ptPT","Reward_Lang_ptBR","Reward_Lang_itIT","Reward_Lang_Unk","Reward_Lang_Mask","Minimum_Criteria","Shares_Criteria"
"4176","0","628","0","","","","","资源过剩","","","","","","","","","","","","16712190","","","","","在你的队伍占领采石场和油料精炼厂的情况下获取征服之岛的胜利。","","","","","","","","","","","","16712190","15003","10","6","0","3736","","","","","","","","","","","","","","","","","16712172","0","0"
"4630","-1","631","4529","","","","","血色厅堂（英雄难度10人）","","","","","","","","","","","","16712190","","","","","击败冰冠堡垒：血色厅堂的所有首领（英雄难度10人）。","","","","","","","","","","","","16712190","15041","10","6","0","4178","","","","","","","","","","","","","","","","","16712188","0","0"
"4634","-1","631","4606","","","","","血色厅堂（英雄难度25人）","","","","","","","","","","","","16712190","","","","","击败冰冠堡垒：血色厅堂的所有首领（英雄难度25人）。","","","","","","","","","","","","16712190","15042","10","6","0","4178","","","","","","","","","","","","","","","","","16712188","0","0"
"4728","-1","-1","0","","","","","杀死熔炉领主加弗斯特（英雄难度萨隆矿坑）","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","15062","0","6","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"4729","-1","-1","0","","","","","获得凯旋纹章","","","","","","","","","","","","16712190","","","","","获得凯旋纹章","","","","","","","","","","","","16712190","130","0","6","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"12","-1","-1","11","","","","","70级","","","","","","","","","","","","16712190","","","","","升到70级。","","","","","","","","","","","","16712190","92","10","7","4","3274","","","","","","","","","","","","","","","","","16712174","0","0"
"32","-1","-1","508","","","","","完成2000个任务","","","","","","","","","","","","16712190","","","","","完成2000个任务。","","","","","","","","","","","","16712190","96","10","7","0","3415","","","","","","","","","","","","","","","","","16712174","0","0"
"37","1","-1","0","","","","","欢迎来到灰熊丘陵","","","","","","","","","","","","16712190","","","","","在灰熊丘陵完成85个任务。","","","","","","","","","","","","16712190","14863","10","7","0","3339","","","","","","","","","","","","","","","","","16712174","0","0"
"55","-1","529","0","","","","","阿拉希盆地的战斗","","","","","","","","","","","","16712190","","","","","阿拉希盆地的战斗","","","","","","","","","","","","16712190","153","0","7","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"141","-1","-1","0","","","","","救命如救火","","","","","","","","","","","","16712190","","","","","为生命值低于5%的其他玩家或者你自己包扎厚霜纹布绷带。","","","","","","","","","","","","16712190","172","10","7","0","2741","","","","","","","","","","","","","","","","","16712174","0","0"
"157","-1","529","0","","","","","雷霆救兵！","","","","","","","","","","","","16712190","","","","","在阿拉希盆地中，通过夺回旗帜保卫50次基地。","","","","","","","","","","","","16712190","14802","10","7","0","2205","","","","","","","","","","","","","","","","","16712174","0","0"
"183","-1","-1","0","","","","","通过分解获得的材料","","","","","","","","","","","","16712190","","","","","通过分解获得的材料","","","","","","","","","","","","16712190","173","0","7","1","4","","","","","","","","","","","","","","","","","16712174","0","0"
"198","-1","-1","0","","","","","施放的治疗总量","","","","","","","","","","","","16712190","","","","","施放的治疗总量","","","","","","","","","","","","16712190","141","0","7","1","4","","","","","","","","","","","","","","","","","16712174","0","0"
"212","-1","566","0","","","","","风暴旗手","","","","","","","","","","","","16712190","","","","","在风暴之眼中夺取并运回旗帜。","","","","","","","","","","","","16712190","14803","10","7","0","3391","","","","","","","","","","","","","","","","","16712174","0","0"
"225","1","30","0","","","","","毫不浪费","","","","","","","","","","","","16712190","","","","","在本阵营占领两座矿洞的情况下获得奥特兰克山谷的胜利。","","","","","","","","","","","","16712190","14801","10","7","0","3433","","","","","","","","","","","","","","","","","16712174","0","0"
"239","-1","-1","509","","","","","25000个荣誉击杀","","","","","","","","","","","","16712190","","","","","达到25000个荣誉击杀。","","","","","","","","","","","","16712190","95","10","7","0","3460","","","","","","","","","","","","","","","","","16712174","0","0"
"275","-1","-1","0","","","","","资深保姆","","","","","","","","","","","","16712190","","","","","在同一个角色上获得蛋蛋的蛋、贪睡的威利和小象项圈。","","","","","","","","","","","","16712190","163","50","7","0","2525","","","","","","","","","","","","","","","","","16712174","0","0"
"330","-1","-1","0","","","","","在拍卖行购买物品","","","","","","","","","","","","16712190","","","","","在拍卖行购买物品","","","","","","","","","","","","16712190","140","0","7","1","4","","","","","","","","","","","","","","","","","16712174","0","0"
"367","-1","-1","0","","","","","2v2比赛","","","","","","","","","","","","16712190","","","","","2v2比赛","","","","","","","","","","","","16712190","152","0","7","9","4","","","","","","","","","","","","","","","","","16712174","0","0"
"400","-1","-1","399","","","","","两人世界：1750","","","","","","","","","","","","16712190","","","","","在80级2v2竞技场战队中达到1750个人等级。","","","","","","","","","","","","16712190","165","10","7","0","3038","","","","","","","","","","","","","","","","","16712174","0","0"
"462","-1","-1","0","","","","","服务器第一！80级猎人","","","","","","","","","","","","16712190","","","","","本服务器第一个达到80级的猎人。","","","","","","","","","","","","16712190","81","0","7","256","2831","","","","","","","","","","","","","","","","","16712174","0","0"
"484","-1","604","0","","","","","古达克","","","","","","","","","","","","16712190","","","","","击败古达克的首领。","","","","","","","","","","","","16712190","14806","10","7","0","3237","","","","","","","","","","","","","","","","","16712172","0","0"
"495","-1","604","0","","","","","古达克（英雄难度）","","","","","","","","","","","","16712190","","","","","击败古达克的首领（英雄难度）。","","","","","","","","","","","","16712190","14921","10","7","0","3238","","","","","","","","","","","","","","","","","16712172","0","0"
"518","-1","-1","519","","","","","30个声望崇拜","","","","","","","","","","","","16712190","","","","","在30个势力中达到崇拜声望。","","","","","","","","","","","","16712190","201","10","7","0","3604","","","","","","","","","","","","","","","","","16712174","0","0"
"572","-1","533","0","","","","","萨菲隆之死（10人）","","","","","","","","","","","","16712190","","","","","击败纳克萨玛斯的萨菲隆（10人）。","","","","","","","","","","","","16712190","14922","10","7","0","1700","","","","","","","","","","","","","","","","","16712172","0","0"
"573","-1","533","0","","","","","萨菲隆之死（25人）","","","","","","","","","","","","16712190","","","","","击败纳克萨玛斯的萨菲隆（25人）。","","","","","","","","","","","","16712190","14923","10","7","0","1700","","","","","","","","","","","","","","","","","16712172","0","0"
"593","0","-1","0","","","","","被范达尔·雷矛杀死","","","","","","","","","","","","16712190","","","","","被范达尔·雷矛杀死","","","","","","","","","","","","16712190","124","0","7","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"635","-1","-1","0","","","","","剃刀沼泽","","","","","","","","","","","","16712190","","","","","击败卡尔加·刺肋。","","","","","","","","","","","","16712190","14808","10","7","0","3686","","","","","","","","","","","","","","","","","16712174","1","0"
"652","-1","-1","0","","","","","逃离敦霍尔德","","","","","","","","","","","","16712190","","","","","击败时空猎手。","","","","","","","","","","","","16712190","14805","10","7","0","3824","","","","","","","","","","","","","","","","","16712174","1","0"
"730","-1","-1","0","","","","","自力更生","","","","","","","","","","","","16712190","","","","","达到宗师级的钓鱼、急救和烹饪技能。","","","","","","","","","","","","16712190","169","10","7","0","1657","","","","","","","","","","","","","","","","","16712174","0","0"
"841","-1","-1","0","","","","","探索湿地","","","","","","","","","","","","16712190","","","","","探索湿地，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14777","10","7","0","3573","","","","","","","","","","","","","","","","","16712174","0","0"
"861","-1","-1","0","","","","","探索秘血岛","","","","","","","","","","","","16712190","","","","","探索秘血岛，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14778","10","7","0","3551","","","","","","","","","","","","","","","","","16712174","0","0"
"864","-1","-1","0","","","","","探索影月谷","","","","","","","","","","","","16712190","","","","","探索影月谷，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14779","10","7","0","3584","","","","","","","","","","","","","","","","","16712174","0","0"
"898","-1","-1","0","","","","","灵翼之翼","","","","","","","","","","","","16712190","","","","","在灵翼之龙阵营中达到崇拜声望。","","","","","","","","","","","","16712190","14865","10","7","0","1928","","","","","","","","","","","","","","","","","16712174","0","0"
"906","-1","-1","0","","","","","香味弥漫","","","","","","","","","","","","16712190","","","","","完成下列4个巨石洛克洛的烹饪日常任务。","","","","","","","","","","","","16712190","170","10","7","0","2923","","","","","","","","","","","","","","","","","16712174","0","0"
"922","-1","-1","0","","","","","饮用法力药水","","","","","","","","","","","","16712190","","","","","饮用法力药水","","","","","","","","","","","","16712190","145","0","7","9","1","","","","","","","","","","","","","","","","","16712174","0","0"
"926","0","-1","0","","","","","达到崇拜的部落声望","","","","","","","","","","","","16712190","","","","","达到崇拜的部落声望","","","","","","","","","","","","16712190","147","0","7","33","1","","","","","","","","","","","","","","","","","16712174","0","0"
"928","-1","-1","0","","","","","购买额外的银行栏位","","","","","","","","","","","","16712190","","","","","购买额外的银行栏位","","","","","","","","","","","","16712190","191","0","7","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"933","-1","-1","0","","","","","进入10人团队副本的次数","","","","","","","","","","","","16712190","","","","","进入10人团队副本的次数","","","","","","","","","","","","16712190","14807","0","7","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"981","-1","-1","0","","","","","闪亮的微笑","","","","","","","","","","","","16712190","","","","","使用牙签，展现你的闪亮笑容。","","","","","","","","","","","","16712190","158","10","7","0","3510","","","","","","","","","","","","","","","","","16712174","0","0"
"1008","-1","-1","0","","","","","肯瑞托","","","","","","","","","","","","16712190","","","","","在肯瑞托阵营中达到崇拜声望。","","","","","","","","","","","","16712190","14866","10","7","0","3682","","","","","","","","","","","","","","","","","16712174","0","0"
"1034","1","-1","0","","","","","艾泽拉斯的火焰","","","","","","","","","","","","16712190","","","","","完成“东部王国护焰者”、“卡利姆多护焰者”和“外域护焰者”成就。","","","","","","","","","","","","16712190","161","10","7","0","12","","","","","","","","","","","","","","","","","16712174","0","0"
"1038","1","-1","0","","","","","护焰者","","","","","","","","","","","","16712190","","","","","完成下列仲夏火焰节成就。","","","","","","","","","","","","16712190","155","20","7","0","2974","","","","","头衔奖励：护焰者","","","","","","","","","","","","16712190","0","0"
"1074","-1","556","0","","","","","杀死利爪之王艾吉斯（塞泰克大厅）","","","","","","","","","","","","16712190","","","","","杀死利爪之王艾吉斯（塞泰克大厅）","","","","","","","","","","","","16712190","14822","5","7","1","2378","","","","","","","","","","","","","","","","","16712174","0","0"
"1096","-1","229","0","","","","","杀死达基萨斯将军（黑石尖塔）","","","","","","","","","","","","16712190","","","","","杀死达基萨斯将军（黑石尖塔）","","","","","","","","","","","","16712190","14821","5","7","1","1551","","","","","","","","","","","","","","","","","16712174","0","0"
"1111","-1","-1","0","","","","","2v2竞技场荣誉杀敌","","","","","","","","","","","","16712190","","","","","2v2竞技场荣誉杀敌","","","","","","","","","","","","16712190","136","0","7","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"1192","1","-1","0","","","","","纳格兰大满贯","","","","","","","","","","","","16712190","","","","","在纳格兰完成75个任务。","","","","","","","","","","","","16712190","14862","10","7","0","3563","","","","","","","","","","","","","","","","","16712174","0","0"
"1233","-1","619","0","","","","","杀死传令官沃拉兹（安卡赫特：古代王国）","","","","","","","","","","","","16712190","","","","","杀死传令官沃拉兹（安卡赫特：古代王国）","","","","","","","","","","","","16712190","14823","5","7","1","1256","","","","","","","","","","","","","","","","","2113864174","0","0"
"1252","0","489","0","","","","","超级防守者","","","","","","","","","","","","16712190","","","","","在战歌峡谷杀死100个携带旗帜者。","","","","","","","","","","","","16712190","14804","10","7","0","3400","","","","","","","","","","","","","","","","","2113864174","0","0"
"1253","-1","-1","0","","","","","变成食尸鬼复活","","","","","","","","","","","","16712190","","","","","变成食尸鬼复活","","","","","","","","","","","","16712190","127","0","7","1","221","","","","","","","","","","","","","","","","","2130641390","0","0"
"1257","-1","-1","0","","","","","打捞者","","","","","","","","","","","","16712190","","","","","在下列漂浮残骸中各钓到一条鱼。","","","","","","","","","","","","16712190","171","10","7","0","3068","","","","","","","","","","","","","","","","","2113864174","0","0"
"1260","-1","-1","0","","","","","醉酒摔落","","","","","","","","","","","","16712190","","","","","在美酒节期间，喝得烂醉如泥，然后从65码的高度掉落下来，但是不摔死。","","","","","","","","","","","","16712190","162","10","7","0","2402","","","","","","","","","","","","","","","","","2113864174","0","0"
"1281","-1","-1","0","","","","","红色的焰火","","","","","","","","","","","","16712190","","","","","在25秒内发射10束红色烟花束。","","","","","","","","","","","","16712190","160","10","7","0","2368","","","","","","","","","","","","","","","","","2113864174","0","0"
"1289","-1","-1","0","","","","","诺森德地下城英雄","","","","","","","","","","","","16712190","","","","","完成下列诺森德英雄副本成就。","","","","","","","","","","","","16712190","168","20","7","0","857","","","","","","","","","","","","","","","","","2113864172","0","0"
"1295","-1","-1","0","","","","","打打撞撞","","","","","","","","","","","","16712190","","","","","在冬幕节期间，使用你的打架赛车获得25次胜利。","","","","","","","","","","","","16712190","156","10","7","0","2367","","","","","","","","","","","","","","","","","2113864174","0","0"
"1457","-1","-1","0","","","","","探索晶歌森林","","","","","","","","","","","","16712190","","","","","探索晶歌森林，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14780","10","7","0","3471","","","","","","","","","","","","","","","","","2080309740","0","0"
"1492","-1","-1","0","","","","","2v2竞技场击杀","","","","","","","","","","","","16712190","","","","","2v2竞技场击杀","","","","","","","","","","","","16712190","137","0","7","1","1","","","","","","","","","","","","","","","","","2080309740","0","0"
"1519","-1","-1","0","","","","","钓鱼技能","","","","","","","","","","","","16712190","","","","","钓鱼技能","","","","","","","","","","","","16712190","178","0","7","1","1","","","","","","","","","","","","","","","","","2080309740","0","0"
"1704","-1","-1","0","","","","","爱情娃娃","","","","","","","","","","","","16712190","","","","","在下列地区对爱情娃娃使用/pity命令。","","","","","","","","","","","","16712190","187","10","7","0","2339","","","","","","","","","","","","","","","","","2080309740","0","0"
"1723","-1","571","0","","","","","人仰车翻","","","","","","","","","","","","16712190","","","","","在冬拥湖使用载具或火炮杀死100名玩家。","","","","","","","","","","","","16712190","14901","10","7","136","2547","","","","","","","","","","","","","","","","","2130641388","0","0"
"1761","-1","607","0","","","","","爆破精英","","","","","","","","","","","","16712190","","","","","布署100枚爆盐炸弹，并成功摧毁一段城墙。","","","","","","","","","","","","16712190","14881","10","7","0","2565","","","","","","","","","","","","","","","","","2130641388","0","0"
"2216","-1","-1","0","","","","","最致命的《巫妖王之怒》地下城副本首领","","","","","","","","","","","","16712190","","","","","最致命的《巫妖王之怒》地下城副本首领","","","","","","","","","","","","16712190","125","0","7","17","1","","","","","","","","","","","","","","","","","2080309740","0","322"
"2419","1","-1","0","","","","","春天的悸动","","","","","","","","","","","","16712190","","","","","在下列城镇中给你的春兔宠物找到令它心仪的另一半。","","","","","","","","","","","","16712190","159","10","7","0","3202","","","","","","","","","","","","","","","","","2113864172","0","0"
"2777","1","-1","0","","","","","达纳苏斯冠军","","","","","","","","","","","","16712190","","","","","获得在银色锦标赛中代表达纳苏斯出战的资格。","","","","","","","","","","","","16712190","14941","10","7","0","3801","","","","","","","","","","","","","","","","","2080309740","0","0"
"2868","-1","603","0","","","","","杀死欧尔莉亚（10人奥杜尔）","","","","","","","","","","","","16712190","","","","","杀死欧尔莉亚（10人奥杜尔）","","","","","","","","","","","","16712190","14963","10","7","1","1700","","","","","","","","","","","","","","","","","2113864172","0","0"
"2905","-1","603","0","","","","","毫发无损（10人）","","","","","","","","","","","","16712190","","","","","第一次尝试时即成功击败烈焰巨兽，并且没有队友修理坦克（10人）。","","","","","","","","","","","","16712190","14961","10","7","0","325","","","","","","","","","","","","","","","","","2080309740","0","0"
"2906","-1","603","0","","","","","毫发无损（25人）","","","","","","","","","","","","16712190","","","","","第一次尝试时即成功击败烈焰巨兽，并且没有队友修理坦克（25人）。","","","","","","","","","","","","16712190","14962","10","7","0","325","","","","","","","","","","","","","","","","","2080309740","0","0"
"3581","0","-1","0","","","","","誓死赴宴","","","","","","","","","","","","16712190","","","","","穿着感恩者的裙子、长袍或是外衣中的任意一件，在每个敌对主城的盛宴餐桌旁坐下。","","","","","","","","","","","","16712190","14981","10","7","0","1704","","","","","","","","","","","","","","","","","16775150","0","0"
"3799","-1","-1","0","","","","","时不我待（10人）","","","","","","","","","","","","16712190","","","","","在三分钟之内击败瓦格里双子（10人）。","","","","","","","","","","","","16712190","15001","10","7","0","4005","","","","","","","","","","","","","","","","","16718847","1","0"
"3815","-1","-1","0","","","","","时不我待（25人）","","","","","","","","","","","","16712190","","","","","在三分钟之内击败瓦格里双子（25人）。","","","","","","","","","","","","16712190","15002","10","7","0","4005","","","","","","","","","","","","","","","","","16718845","1","0"
"4052","-1","-1","0","","","","","对萨满祭司冠军的胜利（普通难度：冠军的试炼）","","","","","","","","","","","","16712190","","","","","战胜萨满祭司冠军（普通难度：冠军的试炼）","","","","","","","","","","","","16712190","15021","0","7","1","1","","","","","","","","","","","","","","","","","16712172","0","0"
"4177","0","628","4176","","","","","一个也不能少","","","","","","","","","","","","16712190","","","","","在占领采石场、油料精炼厂、船坞、攻城车间和飞艇基地的情况下获得征服之岛战斗的胜利。","","","","","","","","","","","","16712190","15003","10","7","0","4016","","","","","","","","","","","","","","","","","16712172","0","0"
"4527","-1","631","0","","","","","霜翼大厅（10人）","","","","","","","","","","","","16712190","","","","","击败冰冠堡垒：霜翼大厅的所有首领（普通难度10人）。","","","","","","","","","","","","16712190","15041","10","7","0","4158","","","","","","","","","","","","","","","","","16712172","0","0"
"4607","-1","631","0","","","","","霜翼大厅（25人）","","","","","","","","","","","","16712190","","","","","击败冰冠堡垒：霜翼大厅的所有首领（普通难度25人）。","","","","","","","","","","","","16712190","15042","10","7","0","4158","","","","","","","","","","","","","","","","","16712188","0","0"
"4718","-1","-1","0","","","","","杀死伊克和科瑞克（萨隆矿坑）","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","15062","0","7","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"4730","-1","-1","0","","","","","获得寒冰纹章","","","","","","","","","","","","16712190","","","","","获得寒冰纹章","","","","","","","","","","","","16712190","130","0","7","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"13","-1","-1","12","","","","","80级","","","","","","","","","","","","16712190","","","","","升到80级。","","","","","","","","","","","","16712190","92","10","8","4","3275","","","","","","","","","","","","","","","","","16712174","0","0"
"51","-1","529","0","","","","","阿拉希盆地胜利","","","","","","","","","","","","16712190","","","","","阿拉希盆地胜利","","","","","","","","","","","","16712190","153","0","8","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"150","-1","-1","0","","","","","钓鱼外交","","","","","","","","","","","","16712190","","","","","在奥格瑞玛和暴风城钓鱼。","","","","","","","","","","","","16712190","171","10","8","0","2737","","","","","","","","","","","","","","","","","16712174","0","0"
"161","-1","529","0","","","","","百折不挠","","","","","","","","","","","","16712190","","","","","在阿拉希盆地资源落后500点的情况下反超并获胜。","","","","","","","","","","","","16712190","14802","10","8","0","3468","","","","","","","","","","","","","","","","","16712174","1","0"
"168","-1","489","0","","","","","完美战歌峡谷","","","","","","","","","","","","16712190","","","","","以3比0的比分在战歌峡谷获胜。","","","","","","","","","","","","16712190","14804","10","8","0","3485","","","","","","","","","","","","","","","","","16712174","0","0"
"181","-1","-1","0","","","","","分解物品","","","","","","","","","","","","16712190","","","","","分解物品","","","","","","","","","","","","16712190","173","0","8","1","4","","","","","","","","","","","","","","","","","16712174","0","0"
"216","-1","566","0","","","","","荣耀之跃","","","","","","","","","","","","16712190","","","","","在一场风暴之眼的战斗中，在不死亡的情况下夺取3次旗帜。","","","","","","","","","","","","16712190","14803","10","8","0","2267","","","","","","","","","","","","","","","","","16712174","0","0"
"279","-1","-1","0","","","","","真讨厌","","","","","","","","","","","","16712190","","","","","完成夺回被偷走的烟林牧场礼物的任务，并获得烟林牧场的感谢。","","","","","","","","","","","","16712190","156","10","8","0","3190","","","","","","","","","","","","","","","","","16712174","1","0"
"295","-1","230","0","","","","","烈酒节","","","","","","","","","","","","16712190","","","","","杀死科林·烈酒。","","","","","","","","","","","","16712190","162","10","8","0","2788","","","","","","","","","","","","","","","","","16712174","0","0"
"323","-1","-1","0","","","","","在《巫妖王之怒》10人团队首领战中死亡的总次数","","","","","","","","","","","","16712190","","","","","在《巫妖王之怒》10人团队首领战中死亡的总次数","","","","","","","","","","","","16712190","125","0","8","9","4","","","","","","","","","","","","","","","","","16712174","0","0"
"331","-1","-1","0","","","","","在拍卖行购买物品的最高价格","","","","","","","","","","","","16712190","","","","","在拍卖行购买物品的最高价格","","","","","","","","","","","","16712190","140","0","8","1","4","","","","","","","","","","","","","","","","","16712174","0","0"
"366","-1","-1","0","","","","","2v2胜利","","","","","","","","","","","","16712190","","","","","2v2胜利","","","","","","","","","","","","16712190","152","0","8","9","4","","","","","","","","","","","","","","","","","16712174","0","0"
"401","-1","-1","400","","","","","两人世界：2000","","","","","","","","","","","","16712190","","","","","在80级2v2竞技场战队中达到2000个人等级。","","","","","","","","","","","","16712190","165","10","8","0","3037","","","","","","","","","","","","","","","","","16712174","0","0"
"461","-1","-1","0","","","","","服务器第一！80级死亡骑士","","","","","","","","","","","","16712190","","","","","本服务器第一个达到80级的死亡骑士。","","","","","","","","","","","","16712190","81","0","8","256","2639","","","","","","","","","","","","","","","","","16712174","0","0"
"485","-1","599","0","","","","","岩石大厅","","","","","","","","","","","","16712190","","","","","击败岩石大厅的首领。","","","","","","","","","","","","16712190","14806","10","8","0","3239","","","","","","","","","","","","","","","","","16712172","0","0"
"496","-1","599","0","","","","","岩石大厅（英雄难度）","","","","","","","","","","","","16712190","","","","","击败岩石大厅的首领（英雄难度）。","","","","","","","","","","","","16712190","14921","10","8","0","3240","","","","","","","","","","","","","","","","","16712172","0","0"
"574","-1","533","0","","","","","击败克尔苏加德（10人）","","","","","","","","","","","","16712190","","","","","击败纳克萨玛斯的克尔苏加德（10人）。","","","","","","","","","","","","16712190","14922","10","8","0","1898","","","","","","","","","","","","","","","","","16712172","0","0"
"575","-1","533","0","","","","","击败克尔苏加德（25人）","","","","","","","","","","","","16712190","","","","","击败纳克萨玛斯的克尔苏加德（25人）。","","","","","","","","","","","","16712190","14923","10","8","0","1898","","","","","","","","","","","","","","","","","16712172","0","0"
"634","-1","-1","0","","","","","诺莫瑞根","","","","","","","","","","","","16712190","","","","","击败麦克尼尔·瑟玛普拉格。","","","","","","","","","","","","16712190","14808","10","8","0","3641","","","","","","","","","","","","","","","","","16712174","1","0"
"653","-1","-1","0","","","","","塞泰克大厅","","","","","","","","","","","","16712190","","","","","击败利爪之王艾吉斯。","","","","","","","","","","","","16712190","14805","10","8","0","3631","","","","","","","","","","","","","","","","","16712174","1","0"
"769","-1","-1","0","","","","","探索银松森林","","","","","","","","","","","","16712190","","","","","探索银松森林，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14777","10","8","0","3576","","","","","","","","","","","","","","","","","16712174","0","0"
"830","-1","-1","0","","","","","受到的治疗总量","","","","","","","","","","","","16712190","","","","","受到的治疗总量","","","","","","","","","","","","16712190","141","0","8","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"845","-1","-1","0","","","","","探索灰谷","","","","","","","","","","","","16712190","","","","","探索灰谷，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14778","10","8","0","3543","","","","","","","","","","","","","","","","","16712174","0","0"
"869","-1","-1","239","","","","","50000个荣誉击杀","","","","","","","","","","","","16712190","","","","","达到50000个荣誉击杀。","","","","","","","","","","","","16712190","95","10","8","0","3461","","","","","","","","","","","","","","","","","16712174","0","0"
"899","1","-1","0","","","","","库雷尼","","","","","","","","","","","","16712190","","","","","在库雷尼阵营中达到崇拜声望。","","","","","","","","","","","","16712190","14865","15","8","0","2208","","","","","","","","","","","","","","","","","16712174","0","0"
"931","-1","-1","0","","","","","接触的阵营总量","","","","","","","","","","","","16712190","","","","","接触的阵营总量","","","","","","","","","","","","16712190","147","0","8","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"934","-1","-1","0","","","","","进入25人团队副本的次数","","","","","","","","","","","","16712190","","","","","进入25人团队副本的次数","","","","","","","","","","","","16712190","14807","0","8","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"978","-1","-1","32","","","","","完成3000个任务","","","","","","","","","","","","16712190","","","","","完成3000个任务。","","","","","","","","","","","","16712190","96","50","8","0","3414","","","","","头衔奖励：搜寻者","","","","","","","","","","","","16712190","0","0"
"1009","-1","-1","0","","","","","黑锋骑士团","","","","","","","","","","","","16712190","","","","","在黑锋骑士团阵营中达到崇拜声望。","","","","","","","","","","","","16712190","14866","10","8","0","3683","","","","","","","","","","","","","","","","","16712174","0","0"
"1014","-1","-1","518","","","","","35个声望崇拜","","","","","","","","","","","","16712190","","","","","在35个势力中达到崇拜声望。","","","","","","","","","","","","16712190","201","10","8","0","3603","","","","","","","","","","","","","","","","","16712174","0","0"
"1028","1","-1","0","","","","","东部王国灭火","","","","","","","","","","","","16712190","","","","","亵渎部落在东部王国的篝火。","","","","","","","","","","","","16712190","161","10","8","0","1920","","","","","","","","","","","","","","","","","16712174","0","0"
"1039","0","-1","0","","","","","护火者","","","","","","","","","","","","16712190","","","","","完成下列仲夏火焰节成就。","","","","","","","","","","","","16712190","155","20","8","0","2975","","","","","头衔奖励：护火者","","","","","","","","","","","","16712190","0","0"
"1040","1","-1","0","","","","","糟糕的万圣节","","","","","","","","","","","","16712190","","","","","完成哈特曼中士交予的破坏稻草人庆典和清理南海镇臭气弹的任务，把部落的万圣节搞砸。","","","","","","","","","","","","16712190","158","10","8","0","3480","","","","","","","","","","","","","","","","","16712174","0","0"
"1043","-1","-1","0","","","","","对战利品掷贪婪骰子的次数","","","","","","","","","","","","16712190","","","","","对战利品掷贪婪骰子的次数","","","","","","","","","","","","16712190","191","0","8","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"1075","-1","555","0","","","","","杀死摩摩尔（暗影迷宫）","","","","","","","","","","","","16712190","","","","","杀死摩摩尔（暗影迷宫）","","","","","","","","","","","","16712190","14822","5","8","1","2793","","","","","","","","","","","","","","","","","16712174","0","0"
"1102","-1","309","0","","","","","杀死哈卡（祖尔格拉布）","","","","","","","","","","","","16712190","","","","","杀死哈卡（祖尔格拉布）","","","","","","","","","","","","16712190","14821","5","8","1","2804","","","","","","","","","","","","","","","","","16712174","0","0"
"1110","-1","-1","0","","","","","3v3竞技场荣誉杀敌","","","","","","","","","","","","16712190","","","","","3v3竞技场荣誉杀敌","","","","","","","","","","","","16712190","136","0","8","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"1164","0","30","0","","","","","毫不浪费","","","","","","","","","","","","16712190","","","","","在本阵营占领两座矿洞的情况下获得奥特兰克山谷的胜利。","","","","","","","","","","","","16712190","14801","10","8","0","3433","","","","","","","","","","","","","","","","","16712174","0","0"
